,rank,artist_names,artist_individual,artist_id,artist_genre,track_name,release_date,album_num_tracks,album_cover,peak_rank,previous_rank,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,release_year
34287,169,Drake,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,rap,Papi’s Home,2021-09-03,21,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,10,56,0.701,0.741,2,1,-6.157,0.313,0.112,0.0,0.699,0.588,140.177,178623.0,2021
17442,169,"Luck Ra, TULI",Luck Ra,spotify:artist:4kcQWQDK0u9AftVSpdrAgk,trap argentino,Que Casualidad,2021-12-14,1,https://i.scdn.co/image/ab67616d0000b2734a7e6140432b9d078fb68b36,101,101,0.761,0.766,0,1,-3.49,0.0703,0.0833,0.0,0.19,0.729,122.992,182754.0,2021
30428,169,Emmy Meli,Emmy Meli,spotify:artist:71szvmFWd7TUa7b6XmXj9k,high vibe,I AM WOMAN,2021-11-19,1,https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069,24,133,0.646,0.471,10,1,-9.247,0.157,0.122,0.0,0.125,0.455,170.084,232813.0,2021
6052,169,Jay Wheeler,Jay Wheeler,spotify:artist:2cPqdH7XMvwaBJEVjheH8g,latin,Dos Tragos,2021-07-22,1,https://i.scdn.co/image/ab67616d0000b27362e587c31a43e25e2173ce1c,169,-1,0.79,0.578,0,0,-4.943,0.0786,0.197,0.00109,0.129,0.78,172.018,192840.0,2021
37904,169,Lucky Daye,Lucky Daye,spotify:artist:5Vuvs6Py2JRU7WiFDVsI7J,pop,Over,2022-03-10,17,https://i.scdn.co/image/ab67616d0000b2733edd56946cb788a4d7457a08,99,99,0.65,0.555,6,0,-5.971,0.0719,0.502,0.0,0.104,0.352,103.081,207413.0,2022
255,169,Mancha De Rolando,Mancha De Rolando,spotify:artist:4DuhYdfd2jHMdaqYVYZp04,latin rock,Arde la Ciudad,2004-03-01,11,https://i.scdn.co/image/ab67616d0000b27336515903f92f8bdc8ad85074,139,165,0.581,0.915,0,1,-3.307,0.0303,0.017,5.97e-06,0.135,0.819,135.085,252760.0,2004
32484,169,Spacey Jane,Spacey Jane,spotify:artist:6V70yeZQCoSR2M3fyW8qiA,perth indie,Lots of Nothing,2021-06-24,1,https://i.scdn.co/image/ab67616d0000b2732d8a9990750ae0c8d61b19ab,35,124,0.58,0.786,9,1,-6.513,0.0284,0.00726,0.000188,0.129,0.667,139.985,196534.0,2021
72,169,Gustavo Cerati,Gustavo Cerati,spotify:artist:1QOmebWGB6FdFtW7Bo3F0W,argentine rock,Crimen,2006-04-04,13,https://i.scdn.co/image/ab67616d0000b273d543f7c7de880da5370922c0,91,158,0.537,0.502,4,1,-8.406,0.025,0.44,0.0709,0.199,0.288,80.511,232027.0,2006
30296,169,Ed Sheeran,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,uk pop,Visiting Hours,2021-10-29,14,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,12,85,0.471,0.396,8,1,-6.654,0.0336,0.77,0.0,0.0729,0.263,149.609,215507.0,2021
254,168,Olivia Rodrigo,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,pop,deja vu,2021-04-01,1,https://i.scdn.co/image/ab67616d0000b2735a61e19eaffec620c1899c47,168,-1,0.439,0.61,9,1,-7.236,0.116,0.593,1.07e-05,0.341,0.172,181.088,215508.0,2021
36355,168,SR,SR,spotify:artist:2NZN0JDhWXmMmhSXTbhm1h,uk drill,Welcome To Brixton,2020-11-27,1,https://i.scdn.co/image/ab67616d0000b273c833b56c4f5ca1d1849925e2,168,190,0.89,0.455,2,1,-10.226,0.437,0.158,0.0,0.153,0.897,138.988,180000.0,2020
17703,168,"Tirri La Roca, Brisa La Roca",Tirri La Roca,spotify:artist:3fUItdzxV5l9jupo5FkFwB,cumbia 420,Frontea,2022-04-27,1,https://i.scdn.co/image/ab67616d0000b273fd89374b343d454e76041bfd,168,-1,0.758,0.598,1,1,-4.674,0.156,0.207,0.0,0.377,0.69,91.881,176000.0,2022
29588,168,Post Malone,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,dfw rap,I Fall Apart,2016-12-09,18,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,1,179,0.556,0.538,8,0,-5.408,0.0382,0.0689,0.0,0.196,0.291,143.95,223347.0,2016
40503,168,"Coolio, L.V.",Coolio,spotify:artist:3y24n3XhZ96wgwRXjvS17T,hip hop,Gangsta's Paradise,1995-10-02,14,https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc,137,137,0.647,0.514,8,1,-10.05,0.0593,0.0655,0.0,0.398,0.386,79.975,240693.0,1995
31246,168,Taylor Swift,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,Forever & Always (Taylor’s Version),2021-04-09,26,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,168,-1,0.598,0.821,10,1,-4.433,0.0447,0.0231,0.0,0.143,0.673,128.03,225328.0,2021
8189,168,"Sech, Jhay Cortez",Sech,spotify:artist:77ziqFxp5gaInVrF2lj4ht,reggaeton,911 - Remix,2021-07-09,1,https://i.scdn.co/image/ab67616d0000b273b6afd6496eaf917ceaa5730a,30,176,0.816,0.71,7,1,-3.728,0.0398,0.165,0.0,0.292,0.784,93.02,208631.0,2021
43641,168,"Internet Money, Gunna, Don Toliver, Lil Uzi Vert",Internet Money,spotify:artist:6MPCFvOQv5cIGfw3jODMF0,trap,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",2021-05-13,1,https://i.scdn.co/image/ab67616d0000b27343283b8f1e8a22fbfc82f4c4,168,-1,0.792,0.707,7,0,-5.218,0.0623,0.116,0.0,0.12,0.408,134.997,224042.0,2021
71,168,Los Abuelos De La Nada,Los Abuelos De La Nada,spotify:artist:5R3NywPPOyhLfdvutgg0me,rock en espanol,Mil Horas,1999-01-01,28,https://i.scdn.co/image/ab67616d0000b273533d58b104b43d37efe53757,95,164,0.698,0.362,7,0,-13.706,0.0833,0.251,0.0,0.0758,0.569,99.748,168345.0,1999
43769,168,"Becky Hill, David Guetta",Becky Hill,spotify:artist:4EPJlUEBy49EX1wuFOvtjK,tropical house,Remember (and David Guetta),2021-08-27,15,https://i.scdn.co/image/ab67616d0000b273afeb6f4556e7125e4272780f,168,190,0.626,0.864,8,1,-3.12,0.0378,0.0682,0.0,0.087,0.555,123.833,161387.0,2021
37479,168,Run–D.M.C.,Run–D.M.C.,spotify:artist:3CQIn7N5CuRDP8wEI7FiDA,hip hop,Christmas In Hollis,1988-09-16,16,https://i.scdn.co/image/ab67616d0000b27315cfde01c2c08b28edbb4b4f,116,-1,0.819,0.702,11,0,-6.129,0.251,0.00463,0.000207,0.101,0.573,95.094,178613.0,1988
599,168,LIT killah,LIT killah,spotify:artist:1vqR17Iv8VFdzure1TAXEq,trap latino,Change,2021-08-19,14,https://i.scdn.co/image/ab67616d0000b273017f7f0b78acc1b124f4cb80,104,-1,0.831,0.703,1,0,-4.915,0.142,0.349,0.0,0.112,0.465,139.93,199071.0,2021
33175,167,"Earth, Wind & Fire","Earth, Wind & Fire",spotify:artist:4QQgXkCYTt3BlENzhyNETg,quiet storm,September,2013-09-11,23,https://i.scdn.co/image/ab67616d0000b273b5b47988d371870d37a48584,118,147,0.684,0.864,9,1,-4.819,0.0312,0.131,0.00526,0.344,0.978,125.395,221520.0,2013
253,167,Maluma,Maluma,spotify:artist:1r4hJ1h58CWwUQe3MxPuau,reggaeton colombiano,Agua de Jamaica,2021-01-28,7,https://i.scdn.co/image/ab67616d0000b2736e33abfcc5af779bbcc03ef8,66,147,0.664,0.665,10,1,-3.616,0.0879,0.123,0.0,0.411,0.726,173.961,176970.0,2021
40963,167,"Machine Gun Kelly, Lil Wayne",Machine Gun Kelly,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,ohio hip hop,ay! (feat. Lil Wayne),2022-03-04,1,https://i.scdn.co/image/ab67616d0000b2734f1c407f8c5b9c72bbac4c54,167,-1,0.741,0.616,2,1,-6.686,0.034,0.052,5.86e-05,0.0705,0.486,147.008,124188.0,2022
29587,167,Tame Impala,Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,australian psych,The Less I Know The Better,2015-07-17,13,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,17,172,0.64,0.74,4,1,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320.0,2015
10795,167,"Ozuna, KAROL G, Myke Towers",Ozuna,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY,latin,Caramelo - Remix,2020-09-04,20,https://i.scdn.co/image/ab67616d0000b273b1717c201d31ad8e43dedc55,27,155,0.755,0.772,3,0,-4.539,0.154,0.0605,9.19e-05,0.223,0.586,168.062,233160.0,2020
30696,167,Kevin Gates,Kevin Gates,spotify:artist:1gPhS1zisyXr5dHTYZyiMe,rap,Big Gangsta,2019-05-31,6,https://i.scdn.co/image/ab67616d0000b2733a0b50a07868fc6534517ee1,167,-1,0.879,0.574,10,0,-5.602,0.391,0.519,8.76e-06,0.144,0.346,144.911,243463.0,2019
38451,167,Demi Lovato,Demi Lovato,spotify:artist:6S2OmqARrzebs0tKUEyXyp,uk pop,Cool for the Summer,2015-01-01,11,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784,167,-1,0.583,0.61,5,0,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740.0,2015
70,167,No Te Va Gustar,No Te Va Gustar,spotify:artist:4ZDoy7AWNgQVmX7T0u0B1j,rock en espanol,Ese Maldito Momento,2012-10-18,14,https://i.scdn.co/image/ab67616d0000b273e73cfb1faa1d5bde8cc96c08,160,172,0.643,0.616,11,0,-6.358,0.0266,0.469,5.74e-05,0.0886,0.652,139.931,185867.0,2012
31666,167,The Weeknd,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,Call Out My Name,2018-03-30,7,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,3,-1,0.461,0.593,1,1,-4.954,0.0356,0.17,0.0,0.307,0.175,134.17,228373.0,2018
2608,167,Boza,Boza,spotify:artist:2NfSBtmWe7oPw1EmetJVso,latin pop,En La Luna,2021-06-25,3,https://i.scdn.co/image/ab67616d0000b2732fd7aee3183357d1421ccc76,103,103,0.776,0.59,5,0,-4.969,0.362,0.183,0.0,0.181,0.764,175.879,187979.0,2021
598,167,LIT killah,LIT killah,spotify:artist:1vqR17Iv8VFdzure1TAXEq,trap argentino,El Inversor,2021-08-19,14,https://i.scdn.co/image/ab67616d0000b273017f7f0b78acc1b124f4cb80,167,-1,0.776,0.818,5,0,-3.433,0.0426,0.217,8.26e-06,0.399,0.833,113.99,168000.0,2021
6954,166,"ROSALÍA, The Weeknd",ROSALÍA,spotify:artist:7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,LA FAMA (with The Weeknd),2022-03-18,16,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,70,-1,0.766,0.295,0,0,-7.893,0.0464,0.947,4.44e-05,0.119,0.805,136.016,188107.0,2022
3248,166,j-hope,j-hope,spotify:artist:0b1sIQumIAsNbqAoIClSpy,k-pop,MORE,2022-07-01,1,https://i.scdn.co/image/ab67616d0000b273569b887843ceee392b65557b,166,-1,0.783,0.722,2,1,-4.864,0.0357,0.00537,0.00209,0.105,0.306,97.031,180022.0,2022
1052,166,Ed Sheeran,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,uk pop,Shivers,2021-10-29,14,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,166,-1,0.788,0.859,2,1,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853.0,2021
252,166,Lewis Capaldi,Lewis Capaldi,spotify:artist:4GNC7GD6oZMSxPGyXy4MNB,pop,Someone You Loved,2019-05-17,12,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,103,163,0.501,0.405,1,1,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,2019
337,166,Dua Lipa,Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,dance pop,Levitating,2020-03-27,11,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,100,153,0.695,0.884,6,0,-2.278,0.0753,0.0561,0.0,0.213,0.914,103.014,203808.0,2020
16497,166,"TAICHU, Tiago PZK",TAICHU,spotify:artist:3ou3XMRNmyDSy6gnC1bSgN,trap argentino,FASHION DILLER,2022-05-19,1,https://i.scdn.co/image/ab67616d0000b273468f03130dab36a6c92660cf,166,-1,0.484,0.796,8,1,-2.863,0.421,0.243,0.0,0.065,0.571,179.887,161639.0,2022
30563,166,Arctic Monkeys,Arctic Monkeys,spotify:artist:7Ln80lUS6He07XvHI8qqHH,garage rock,Do I Wanna Know?,2013-01-01,12,https://i.scdn.co/image/ab67616d0000b2730acf7f2eefe5bd36efbc26b4,95,157,0.548,0.532,5,1,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,272394.0,2013
37477,166,Michael Bublé,Michael Bublé,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,jazz pop,Cold December Night,2011-10-14,16,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab,93,-1,0.517,0.702,3,1,-6.763,0.0247,0.00722,0.0,0.0896,0.414,83.873,198267.0,2011
43500,166,"Kid Cudi, Skepta, Pop Smoke",Kid Cudi,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,ohio hip hop,Show Out (with Skepta & Pop Smoke),2020-12-11,18,https://i.scdn.co/image/ab67616d0000b2739bf7698a1737bc7c2e4a14f3,67,-1,0.619,0.589,1,1,-6.531,0.124,0.43,0.000392,0.378,0.158,143.896,174960.0,2020
10789,166,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,trap latino,El Efecto - Remix,2019-12-13,1,https://i.scdn.co/image/ab67616d0000b2739ebb3103889bd70d30d65bdc,25,169,0.771,0.769,0,0,-3.504,0.0694,0.18,1.57e-05,0.345,0.931,167.969,289899.0,2019
29585,165,Journey,Journey,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,rock,Don't Stop Believin',1981-01-01,14,https://i.scdn.co/image/ab67616d0000b273c5653f9038e42efad2f8a266,104,169,0.5,0.748,4,1,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,250987.0,1981
251,165,Tones And I,Tones And I,spotify:artist:2NjfBq1NflQcKSeiDooVjY,pop,Dance Monkey,2019-05-10,1,https://i.scdn.co/image/ab67616d0000b27338802659d156935ada63c9e3,3,157,0.826,0.593,6,0,-6.401,0.0976,0.688,0.000161,0.17,0.541,98.083,209755.0,2019
30425,165,Labrinth,Labrinth,spotify:artist:2feDdbD5araYcm6JhFHHw7,indie poptimism,Still Don't Know My Name,2019-10-04,26,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,44,149,0.316,0.63,5,1,-5.963,0.117,0.471,0.262,0.205,0.313,89.643,153294.0,2019
30562,165,Roddy Ricch,Roddy Ricch,spotify:artist:757aE44tKEUQEqRuT6GnEB,melodic rap,The Box,2019-12-06,16,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,1,159,0.896,0.586,10,0,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,196653.0,2019
28260,165,"Justin Bieber, Khalid",Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,canadian pop,As I Am (feat. Khalid),2021-03-19,16,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,165,-1,0.595,0.543,11,1,-8.149,0.038,0.127,0.0,0.0975,0.109,99.928,174406.0,2021
8794,165,"Sebastian Yatra, Jhay Cortez",Sebastian Yatra,spotify:artist:07YUOmWljBTXwIseAUd9TW,colombian pop,Delincuente,2021-08-13,1,https://i.scdn.co/image/ab67616d0000b2737562f7d243d97c52d17545fc,165,-1,0.82,0.674,7,1,-3.876,0.056,0.032,0.0,0.122,0.615,90.989,202427.0,2021
156,165,Jona Mix,Jona Mix,spotify:artist:766vvKS4M2b7XuaEzfkCs8,cumbia pop,Jordan (Turreo Edit) - Remix,2022-02-17,1,https://i.scdn.co/image/ab67616d0000b273fe84098c1dfe751f2fef6af4,165,-1,0.655,0.505,10,0,-8.338,0.0948,0.124,0.179,0.165,0.455,184.091,140584.0,2022
33447,165,The Ronettes,The Ronettes,spotify:artist:7CyeXFnOrfC1N6z4naIpgo,classic girl group,Sleigh Ride,2020-12-04,15,https://i.scdn.co/image/ab67616d0000b2731f0d5a8ff630fd5944c3936d,9,-1,0.529,0.772,2,1,-7.013,0.0287,0.403,2.21e-06,0.316,0.853,91.751,181267.0,2020
69,165,La K'onga,La K'onga,spotify:artist:3ghRXw2nUEH2THaL82hw8R,cuarteto,Si Me Dices Que Si,2021-02-11,1,https://i.scdn.co/image/ab67616d0000b273a67e8e09a9f7b6480af68524,132,174,0.694,0.793,0,1,-6.76,0.0558,0.273,0.0,0.132,0.718,150.032,196854.0,2021
33590,165,Michael Bublé,Michael Bublé,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,lounge,Santa Claus Is Coming to Town,2011-10-14,16,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab,63,180,0.594,0.389,10,1,-7.109,0.0517,0.785,0.0,0.0313,0.396,122.331,171093.0,2011
5523,165,Bad Bunny,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,reggaeton,La Zona,2020-02-29,20,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,146,155,0.762,0.801,1,0,-3.661,0.0409,0.2,7.04e-05,0.254,0.81,93.992,136893.0,2020
250,164,Abel Pintos,Abel Pintos,spotify:artist:6HTUcOExehqydqa7C3usAa,folklore argentino,Oncemil,2016-10-07,11,https://i.scdn.co/image/ab67616d0000b273faff3e3b3b45b9cf584b9f62,78,155,0.633,0.698,0,1,-3.313,0.0301,0.161,0.0,0.146,0.369,144.172,221080.0,2016
68,164,Doja Cat,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,dance pop,Woman,2021-06-25,14,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,40,137,0.824,0.764,5,0,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627.0,2021
32205,164,Muni Long,Muni Long,spotify:artist:7tjVFCxJdwT4NdrTmjyjQ6,pop rap,Hrs & Hrs,2021-11-19,8,https://i.scdn.co/image/ab67616d0000b2731747c089e876e5a786d8de58,121,138,0.511,0.525,8,0,-4.595,0.183,0.604,0.0,0.111,0.661,139.885,204317.0,2021
8184,164,"Sech, DJ Khaled",Sech,spotify:artist:77ziqFxp5gaInVrF2lj4ht,latin,Borracho,2021-11-26,1,https://i.scdn.co/image/ab67616d0000b273577954ad5b7c1a2ac94bc93d,138,172,0.787,0.748,8,0,-3.752,0.0797,0.571,0.0,0.214,0.703,93.006,219750.0,2021
37326,164,Lovejoy,Lovejoy,spotify:artist:33tFkBLsl6f8TjKkV0uF0C,indie pop,The Fall,2021-10-14,7,https://i.scdn.co/image/ab67616d0000b273287a30c3d4309d7d50ec7ed9,164,-1,0.793,0.48,8,0,-10.335,0.305,0.0102,0.0123,0.153,0.242,132.058,184497.0,2021
30014,164,The Notorious B.I.G.,The Notorious B.I.G.,spotify:artist:5me0Irg2ANcsgc93uaYrpb,rap,Hypnotize - 2014 Remaster,1997-03-04,24,https://i.scdn.co/image/ab67616d0000b273fde79b88e2a659c394c5ae30,91,174,0.901,0.697,9,1,-3.439,0.28,0.145,0.0,0.287,0.67,93.941,229827.0,1997
35121,164,Ruel,Ruel,spotify:artist:5xkAtLTf309LAGZTbvULBn,electropop,too many feelings,2021-02-11,1,https://i.scdn.co/image/ab67616d0000b273b52ca83945f1867a98dabcca,164,-1,0.754,0.706,5,1,-6.145,0.0923,0.237,3.46e-05,0.097,0.536,81.943,186935.0,2021
1745,164,Anuel AA,Anuel AA,spotify:artist:2R21vXR83lH98kGeO99Y66,trap latino,23 Preguntas,2021-08-23,1,https://i.scdn.co/image/ab67616d0000b273ae46513abaeaa210d84145b2,164,-1,0.777,0.594,4,0,-6.234,0.153,0.416,3.84e-05,0.103,0.562,82.988,251221.0,2021
40099,164,"The Chainsmokers, Halsey",The Chainsmokers,spotify:artist:69GGBxA162lTqCwzJG5jLp,edm,Closer,2016-07-29,1,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,3,161,0.748,0.524,8,1,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960.0,2016
20407,164,"Doja Cat, The Weeknd",Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,dance pop,You Right,2021-06-25,14,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,164,-1,0.828,0.621,8,1,-6.414,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173.0,2021
42118,163,"Hilltop Hoods, Montaigne, Tom Thum",Hilltop Hoods,spotify:artist:7dlqUnjoF2U2DkNDMhcgG4,australian pop,1955,2016-02-19,19,https://i.scdn.co/image/ab67616d0000b273eb0652df7fe1fddc6673d161,65,-1,0.766,0.5,11,1,-7.558,0.0695,0.719,5.91e-06,0.304,0.71,84.044,239280.0,2016
40097,163,"Open Till L8, Hooligan Hefs",Open Till L8,spotify:artist:6niasBrBbbzrUe7iWT6swJ,australian electropop,Riot,2021-04-23,1,https://i.scdn.co/image/ab67616d0000b27396cc75ab7642db29211669cb,123,128,0.854,0.846,3,0,-3.762,0.0725,0.35,0.0,0.0996,0.835,143.02,152098.0,2021
42251,163,"Luke Combs, Miranda Lambert",Luke Combs,spotify:artist:718COspgdWOnwOFpJHRZHS,country,Outrunnin' Your Memory,2022-06-24,12,https://i.scdn.co/image/ab67616d0000b27387459a563f92e336d282ca59,163,-1,0.601,0.836,1,0,-3.42,0.0342,0.0974,0.0,0.106,0.338,127.934,254747.0,2022
34137,163,Dream,Dream,spotify:artist:6LArUyIoMiHmDvvOAsE2cd,dream smp,Mask,2021-05-21,1,https://i.scdn.co/image/ab67616d0000b27337a9629d2199d4f7f417af97,163,-1,0.636,0.749,1,1,-4.197,0.0631,0.195,0.0,0.107,0.653,117.904,174936.0,2021
419,163,BoyWithUke,BoyWithUke,spotify:artist:1Cd373x8qzC7SNUg5IToqp,0,Toxic,2021-10-29,1,https://i.scdn.co/image/ab67616d0000b27382a18aa0d3374049c6b78f6a,163,-1,0.594,0.612,8,0,-6.627,0.363,0.835,0.0,0.461,0.687,179.629,168020.0,2021
6952,163,"Tirri La Roca, DJ Tao",Tirri La Roca,spotify:artist:3fUItdzxV5l9jupo5FkFwB,cumbia 420,EL TIRRI | DJ TAO Turreo Sessions #8,2022-01-27,1,https://i.scdn.co/image/ab67616d0000b273fec7026de13489d7179eefdd,140,154,0.601,0.695,10,1,-4.393,0.246,0.214,0.0,0.0552,0.591,127.144,184053.0,2022
7557,163,"The La Planta, Pushi",The La Planta,spotify:artist:4oZolC0sCwCAKqsNXfRlVS,cumbia pop,El Cielo a un Diablo,2020-09-04,1,https://i.scdn.co/image/ab67616d0000b2737f058b6f539eb992f1445f37,83,166,0.764,0.425,3,0,-8.394,0.0984,0.169,0.0,0.0647,0.965,84.927,114382.0,2020
1998,163,Tambó Tambó,Tambó Tambó,spotify:artist:6wAk3K9nxqR0pTLGLctzQu,cumbia villera,La Cumbita,2000-01-01,12,https://i.scdn.co/image/ab67616d0000b27376dd70074e92bcd9cb789e65,163,-1,0.842,0.657,7,1,-7.525,0.0667,0.108,2.59e-05,0.101,0.751,92.686,194533.0,2000
30013,163,Panic! At The Disco,Panic! At The Disco,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,modern rock,House of Memories,2016-01-15,11,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,73,123,0.506,0.817,11,0,-5.051,0.0335,0.00272,0.0,0.0486,0.506,109.952,208707.0,2016
2246,163,Red Hot Chili Peppers,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,permanent wave,Black Summer,2022-02-04,1,https://i.scdn.co/image/ab67616d0000b273579b9602ae484950d95d0ab8,163,-1,0.417,0.682,1,1,-5.071,0.0295,0.0267,0.000669,0.109,0.351,105.542,232412.0,2022
33589,163,Elton John,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,glam rock,Step Into Christmas,1973-10-05,52,https://i.scdn.co/image/ab67616d0000b2734d005d6881d80313c1127580,45,166,0.526,0.925,2,1,-5.584,0.0363,0.102,8.9e-06,0.305,0.819,140.308,272394.0,1973
7555,162,"Justin Bieber, benny blanco",Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,canadian pop,Lonely (with benny blanco),2021-03-19,16,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,92,159,0.619,0.241,11,0,-7.102,0.046,0.9,0.0,0.116,0.0719,79.461,149190.0,2021
43494,162,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",Jack Harlow,spotify:artist:2LIk90788K0zvyj2JJVwkJ,kentucky hip hop,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",2020-12-11,15,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63,20,195,0.904,0.723,11,0,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,227478.0,2020
418,162,La T y La M,La T y La M,spotify:artist:1FxPMQ9A0882eNDx3ZkD6B,0,Messirve Mix 3,2021-09-10,1,https://i.scdn.co/image/ab67616d0000b2733c6f9a2044414f1f6d302e9a,162,171,0.723,0.594,6,1,-5.975,0.0719,0.524,0.0,0.0776,0.88,85.006,447529.0,2021
334,162,Airbag,Airbag,spotify:artist:1wKDGglKV4FsFS85r2Dmpr,argentine rock,Cae el Sol,2011-05-01,12,https://i.scdn.co/image/ab67616d0000b27303461d81f7ffbc6a5e4ebd6a,151,151,0.47,0.789,4,1,-4.583,0.0318,0.201,0.0,0.108,0.115,92.004,281387.0,2011
36214,162,Britney Spears,Britney Spears,spotify:artist:26dSoYclwsYLMAKD3tpOr4,dance pop,My Only Wish (This Year),2000-11-14,1,https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566,108,-1,0.669,0.843,0,1,-3.766,0.0268,0.169,0.0,0.195,0.702,147.08,255400.0,2000
67,162,Andrés Calamaro,Andrés Calamaro,spotify:artist:3tAICgiSR5PfYY4B8qsoAU,argentine rock,Flaca,1997-01-01,14,https://i.scdn.co/image/ab67616d0000b273e4b8ec3d2ffe1f77c7185d48,102,153,0.739,0.745,7,1,-6.658,0.0267,0.21,0.0135,0.127,0.949,109.326,277653.0,1997
22233,162,"Don Omar, Residente",Don Omar,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,puerto rican pop,Flow HP,2021-09-23,1,https://i.scdn.co/image/ab67616d0000b2732dfaba84e5128c6abb7415d2,162,-1,0.77,0.837,7,1,-4.749,0.14,0.164,4.07e-06,0.0793,0.887,178.0,248274.0,2021
29584,162,Bryan Adams,Bryan Adams,spotify:artist:3Z02hBLubJxuFJfhacLSDc,canadian pop,Summer Of '69,1984-01-01,10,https://i.scdn.co/image/ab67616d0000b273b7608e74dc36a4140862876d,94,148,0.505,0.71,2,1,-10.853,0.0371,0.0115,2.58e-06,0.0977,0.771,138.907,216973.0,1984
